Dataset,Model,DimReduction,Dimensions,AnomalyMethod,Accuracy,Precision,Recall,F1,AUC
plantpathology,swin_v2_t,pca,1,IsolationForest,0.44,0.8367346938775511,0.23699421965317918,0.36936936936936937,0.5665490578785376
plantpathology,swin_v2_t,pca,1,OneClassSVM,0.42,0.7641509433962265,0.23410404624277456,0.3584070796460177,0.5358831919525561
plantpathology,swin_v2_t,pca,1,LOF,0.452,0.875,0.24277456647398843,0.38009049773755654,0.5824262442759552
plantpathology,swin_v2_t,pca,1,GMM,0.334,0.8823529411764706,0.04335260115606936,0.08264462809917356,0.5151827940845282
plantpathology,vgg11,tsne,2,IQR+CI,0.446,0.9223300970873787,0.260989010989011,0.4068522483940043,0.6010827407886231
plantpathology,vgg11,tsne,2,IsolationForest,0.506,0.903448275862069,0.3598901098901099,0.5147347740667977,0.6284744667097609
plantpathology,vgg11,tsne,2,OneClassSVM,0.492,0.8481012658227848,0.36813186813186816,0.5134099616858238,0.595830639948287
plantpathology,vgg11,tsne,2,LOF,0.418,0.9294117647058824,0.21703296703296704,0.3518930957683742,0.5864576599870718
plantpathology,vgg11,tsne,2,GMM,0.4,0.9705882352941176,0.1813186813186813,0.3055555555555556,0.5833063994828701
plantpathology,vgg11,tsne,1,IQR+CI,0.478,0.9401709401709402,0.3021978021978022,0.4573804573804574,0.625363606981254
plantpathology,vgg11,tsne,1,IsolationForest,0.532,0.9113924050632911,0.3956043956043956,0.5517241379310345,0.6463316095669037
plantpathology,vgg11,tsne,1,OneClassSVM,0.504,0.881578947368421,0.36813186813186816,0.5193798449612403,0.6178894634776988
plantpathology,vgg11,tsne,1,LOF,0.482,0.9411764705882353,0.3076923076923077,0.463768115942029,0.6281108597285068
plantpathology,vgg11,tsne,1,GMM,0.272,0.5,0.005494505494505495,0.010869565217391304,0.4953943115707822
plantpathology,vgg11,umap,2,IQR+CI,0.42,0.9302325581395349,0.21978021978021978,0.35555555555555557,0.5878312863606981
plantpathology,vgg11,umap,2,IsolationForest,0.49,0.9037037037037037,0.33516483516483514,0.48897795591182364,0.6197882999353588
plantpathology,vgg11,umap,2,OneClassSVM,0.398,0.8620689655172413,0.20604395604395603,0.3325942350332594,0.5589043309631544
plantpathology,vgg11,umap,2,LOF,0.404,0.9342105263157895,0.19505494505494506,0.32272727272727275,0.5791451195862961
plantpathology,vgg11,umap,2,GMM,0.36,0.9583333333333334,0.12637362637362637,0.22330097087378642,0.5558338720103426
plantpathology,vgg11,umap,1,IQR+CI,0.458,0.9043478260869565,0.2857142857142857,0.4342379958246347,0.6024159663865545
plantpathology,vgg11,umap,1,IsolationForest,0.518,0.9072847682119205,0.37637362637362637,0.5320388349514563,0.6367162249515191
plantpathology,vgg11,umap,1,OneClassSVM,0.43,0.8376068376068376,0.2692307692307692,0.4074844074844075,0.5647624434389141
plantpathology,vgg11,umap,1,LOF,0.376,0.9193548387096774,0.1565934065934066,0.2676056338028169,0.5599143503555268
plantpathology,vgg11,umap,1,GMM,0.276,0.6666666666666666,0.01098901098901099,0.021621621621621623,0.4981415643180349
plantpathology,vgg11,pca,2,IQR+CI,0.5,0.8851351351351351,0.3598901098901099,0.51171875,0.617445054945055
plantpathology,vgg11,pca,2,IsolationForest,0.472,0.890625,0.3131868131868132,0.4634146341463415,0.6051228183581125
plantpathology,vgg11,pca,2,OneClassSVM,0.498,0.864516129032258,0.36813186813186816,0.5163776493256262,0.606860051712993
plantpathology,vgg11,pca,2,LOF,0.4,0.8636363636363636,0.2087912087912088,0.336283185840708,0.5602779573367808
plantpathology,vgg11,pca,2,GMM,0.366,0.9607843137254902,0.1346153846153846,0.236144578313253,0.5599547511312217
plantpathology,vgg11,pca,1,IQR+CI,0.5,0.8851351351351351,0.3598901098901099,0.51171875,0.617445054945055
plantpathology,vgg11,pca,1,IsolationForest,0.472,0.890625,0.3131868131868132,0.4634146341463415,0.6051228183581125
plantpathology,vgg11,pca,1,OneClassSVM,0.5,0.8653846153846154,0.3708791208791209,0.5192307692307693,0.6082336780866192
plantpathology,vgg11,pca,1,LOF,0.4,0.8636363636363636,0.2087912087912088,0.336283185840708,0.5602779573367808
plantpathology,vgg11,pca,1,GMM,0.366,0.9607843137254902,0.1346153846153846,0.236144578313253,0.5599547511312217
plantpathology,vgg11_bn,tsne,2,IQR+CI,0.514,0.9296875,0.3371104815864023,0.49480249480249483,0.637942995895242
plantpathology,vgg11_bn,tsne,2,IsolationForest,0.568,0.9101796407185628,0.43059490084985835,0.5846153846153846,0.6642770422616638
plantpathology,vgg11_bn,tsne,2,OneClassSVM,0.538,0.88125,0.39943342776203966,0.5497076023391813,0.6350908635408838
plantpathology,vgg11_bn,tsne,2,LOF,0.542,0.9133333333333333,0.3881019830028329,0.5447316103379721,0.6498333044265865
plantpathology,vgg11_bn,tsne,2,GMM,0.412,0.9682539682539683,0.17280453257790368,0.2932692307692308,0.5795995452005165
plantpathology,vgg11_bn,tsne,1,IQR+CI,0.424,0.8823529411764706,0.21246458923512748,0.3424657534246575,0.5722186891753869
plantpathology,vgg11_bn,tsne,1,IsolationForest,0.48,0.8780487804878049,0.3059490084985836,0.453781512605042,0.6019540960860266
plantpathology,vgg11_bn,tsne,1,OneClassSVM,0.532,0.8789808917197452,0.3909348441926346,0.5411764705882353,0.6308415717561812
plantpathology,vgg11_bn,tsne,1,LOF,0.482,0.8983050847457628,0.3002832861189802,0.45010615711252655,0.6093253165288778
plantpathology,vgg11_bn,tsne,1,GMM,0.29,0.0,0.0,0.0,0.4931972789115646
plantpathology,vgg11_bn,umap,2,IQR+CI,0.432,0.9259259259259259,0.21246458923512748,0.3456221198156682,0.5858241313522576
plantpathology,vgg11_bn,umap,2,IsolationForest,0.49,0.8828125,0.32011331444759206,0.4698544698544699,0.6090362490605308
plantpathology,vgg11_bn,umap,2,OneClassSVM,0.478,0.7771084337349398,0.3654390934844193,0.49710982658959535,0.5568692066061551
plantpathology,vgg11_bn,umap,2,LOF,0.476,0.9504950495049505,0.2719546742209632,0.42290748898678415,0.6189705343893931
plantpathology,vgg11_bn,umap,2,GMM,0.416,0.9692307692307692,0.17847025495750707,0.3014354066985646,0.5824324063903181
plantpathology,vgg11_bn,umap,1,IQR+CI,0.414,0.9411764705882353,0.1813031161473088,0.30403800475059384,0.5770461158967837
plantpathology,vgg11_bn,umap,1,IsolationForest,0.482,0.8790322580645161,0.3087818696883853,0.4570230607966457,0.6033705266809274
plantpathology,vgg11_bn,umap,1,OneClassSVM,0.488,0.8211920529801324,0.35127478753541075,0.49206349206349204,0.5838006590738278
plantpathology,vgg11_bn,umap,1,LOF,0.444,0.9518072289156626,0.2237960339943343,0.3623853211009174,0.5982925748202964
plantpathology,vgg11_bn,umap,1,GMM,0.322,0.8888888888888888,0.0453257790368272,0.0862533692722372,0.5158601684299782
plantpathology,vgg11_bn,pca,2,IQR+CI,0.458,0.9270833333333334,0.2521246458923513,0.39643652561247217,0.6022527991366519
plantpathology,vgg11_bn,pca,2,IsolationForest,0.522,0.8958333333333334,0.3654390934844193,0.5191146881287726,0.6316991385789442
plantpathology,vgg11_bn,pca,2,OneClassSVM,0.478,0.8650793650793651,0.3087818696883853,0.4551148225469729,0.596567805592492
plantpathology,vgg11_bn,pca,2,LOF,0.46,0.8952380952380953,0.26628895184135976,0.4104803493449782,0.5957295099342854
plantpathology,vgg11_bn,pca,2,GMM,0.436,0.9733333333333334,0.20679886685552407,0.3411214953271028,0.5965967123393267
plantpathology,vgg11_bn,pca,1,IQR+CI,0.458,0.9270833333333334,0.2521246458923513,0.39643652561247217,0.6022527991366519
plantpathology,vgg11_bn,pca,1,IsolationForest,0.52,0.8951048951048951,0.3626062322946176,0.5161290322580645,0.6302827079840434
plantpathology,vgg11_bn,pca,1,OneClassSVM,0.482,0.8916666666666667,0.3031161473087819,0.452431289640592,0.607340386579561
plantpathology,vgg11_bn,pca,1,LOF,0.46,0.8952380952380953,0.26628895184135976,0.4104803493449782,0.5957295099342854
plantpathology,vgg11_bn,pca,1,GMM,0.436,0.9733333333333334,0.20679886685552407,0.3411214953271028,0.5965967123393267
plantpathology,vgg13,tsne,2,IQR+CI,0.424,0.9324324324324325,0.19602272727272727,0.323943661971831,0.5811194717444718
plantpathology,vgg13,tsne,2,IsolationForest,0.55,0.9044585987261147,0.4034090909090909,0.5579567779960707,0.6510288697788698
plantpathology,vgg13,tsne,2,OneClassSVM,0.532,0.8734177215189873,0.39204545454545453,0.5411764705882353,0.6284551597051597
plantpathology,vgg13,tsne,2,LOF,0.484,0.9196428571428571,0.29261363636363635,0.44396551724137934,0.6159014127764126
plantpathology,vgg13,tsne,2,GMM,0.334,0.9130434782608695,0.05965909090909091,0.112,0.5230727886977887
plantpathology,vgg13,tsne,1,IQR+CI,0.324,0.85,0.048295454545454544,0.0913978494623656,0.5140125921375922
plantpathology,vgg13,tsne,1,IsolationForest,0.42,0.8369565217391305,0.21875,0.34684684684684686,0.5586993243243243
plantpathology,vgg13,tsne,1,OneClassSVM,0.45,0.8290598290598291,0.2755681818181818,0.4136460554371002,0.5702165233415234
plantpathology,vgg13,tsne,1,LOF,0.394,0.9152542372881356,0.1534090909090909,0.26277372262773724,0.5598126535626535
plantpathology,vgg13,tsne,1,GMM,0.292,0.0,0.0,0.0,0.49324324324324326
plantpathology,vgg13,umap,2,IQR+CI,0.326,0.9411764705882353,0.045454545454545456,0.08672086720867209,0.5193488943488943
plantpathology,vgg13,umap,2,IsolationForest,0.464,0.868421052631579,0.28125,0.4248927038626609,0.5899493243243243
plantpathology,vgg13,umap,2,OneClassSVM,0.39,0.821917808219178,0.17045454545454544,0.2823529411764706,0.5413083538083537
plantpathology,vgg13,umap,2,LOF,0.344,0.9615384615384616,0.07102272727272728,0.13227513227513227,0.5321329852579852
plantpathology,vgg13,umap,2,GMM,0.334,0.9130434782608695,0.05965909090909091,0.112,0.5230727886977887
plantpathology,vgg13,umap,1,IQR+CI,0.31,0.8888888888888888,0.022727272727272728,0.0443213296398892,0.507985257985258
plantpathology,vgg13,umap,1,IsolationForest,0.43,0.845360824742268,0.23295454545454544,0.36525612472160357,0.565801597051597
plantpathology,vgg13,umap,1,OneClassSVM,0.386,0.7922077922077922,0.17329545454545456,0.28438228438228436,0.5325936732186732
plantpathology,vgg13,umap,1,LOF,0.322,0.8823529411764706,0.04261363636363636,0.08130081300813008,0.5145500614250614
plantpathology,vgg13,umap,1,GMM,0.316,0.8571428571428571,0.03409090909090909,0.06557377049180328,0.5102886977886978
plantpathology,vgg13,pca,2,IQR+CI,0.554,0.9574468085106383,0.3835227272727273,0.5476673427991886,0.6714910933660934
plantpathology,vgg13,pca,2,IsolationForest,0.546,0.9032258064516129,0.3977272727272727,0.5522682445759369,0.6481879606879607
plantpathology,vgg13,pca,2,OneClassSVM,0.498,0.8258064516129032,0.36363636363636365,0.504930966469428,0.5906019656019657
plantpathology,vgg13,pca,2,LOF,0.504,0.9642857142857143,0.3068181818181818,0.46551724137931033,0.6398955773955775
plantpathology,vgg13,pca,2,GMM,0.484,0.9795918367346939,0.2727272727272727,0.4266666666666667,0.6296068796068797
plantpathology,vgg13,pca,1,IQR+CI,0.554,0.9574468085106383,0.3835227272727273,0.5476673427991886,0.6714910933660934
plantpathology,vgg13,pca,1,IsolationForest,0.546,0.9032258064516129,0.3977272727272727,0.5522682445759369,0.6481879606879607
plantpathology,vgg13,pca,1,OneClassSVM,0.506,0.8571428571428571,0.35795454545454547,0.5050100200400801,0.6080313267813268
plantpathology,vgg13,pca,1,LOF,0.504,0.9642857142857143,0.3068181818181818,0.46551724137931033,0.6398955773955775
plantpathology,vgg13,pca,1,GMM,0.484,0.9795918367346939,0.2727272727272727,0.4266666666666667,0.6296068796068797
plantpathology,vgg13_bn,tsne,2,IQR+CI,0.294,0.7142857142857143,0.04143646408839779,0.0783289817232376,0.4989791016094163
plantpathology,vgg13_bn,tsne,2,IsolationForest,0.408,0.851063829787234,0.22099447513812154,0.3508771929824561,0.5597725998879013
plantpathology,vgg13_bn,tsne,2,OneClassSVM,0.412,0.8035714285714286,0.24861878453038674,0.379746835443038,0.5445992473376571
plantpathology,vgg13_bn,tsne,2,LOF,0.342,0.9230769230769231,0.09944751381215469,0.17955112219451372,0.538854191688686
plantpathology,vgg13_bn,tsne,2,GMM,0.272,0.0,0.0,0.0,0.4927536231884058
plantpathology,vgg13_bn,tsne,1,IQR+CI,0.396,0.9411764705882353,0.17679558011049723,0.29767441860465116,0.5739050364320603
plantpathology,vgg13_bn,tsne,1,IsolationForest,0.438,0.8715596330275229,0.26243093922651933,0.4033970276008493,0.5804908319321003
plantpathology,vgg13_bn,tsne,1,OneClassSVM,0.44,0.853448275862069,0.27348066298342544,0.41422594142259417,0.5751461285931619
plantpathology,vgg13_bn,tsne,1,LOF,0.404,0.9210526315789473,0.19337016574585636,0.319634703196347,0.5749459524381456
plantpathology,vgg13_bn,tsne,1,GMM,0.272,0.0,0.0,0.0,0.4927536231884058
plantpathology,vgg13_bn,umap,2,IQR+CI,0.28,1.0,0.0055248618784530384,0.01098901098901099,0.5027624309392266
plantpathology,vgg13_bn,umap,2,IsolationForest,0.362,0.8028169014084507,0.1574585635359116,0.2632794457274827,0.5280046440867964
plantpathology,vgg13_bn,umap,2,OneClassSVM,0.376,0.8125,0.17955801104972377,0.29411764705882354,0.5354311794379053
plantpathology,vgg13_bn,umap,2,LOF,0.29,0.8888888888888888,0.022099447513812154,0.0431266846361186,0.5074265353511089
plantpathology,vgg13_bn,umap,2,GMM,0.29,0.8181818181818182,0.024861878453038673,0.04825737265415549,0.5051845624149253
plantpathology,vgg13_bn,umap,1,IQR+CI,0.33,0.9354838709677419,0.08011049723756906,0.1475826972010178,0.5328088718071903
plantpathology,vgg13_bn,umap,1,IsolationForest,0.43,0.8666666666666667,0.2513812154696133,0.3897216274089936,0.5749659700536472
plantpathology,vgg13_bn,umap,1,OneClassSVM,0.408,0.8,0.2430939226519337,0.3728813559322034,0.5418368163984306
plantpathology,vgg13_bn,umap,1,LOF,0.39,0.9384615384615385,0.1685082872928177,0.2857142857142857,0.5697613900232203
plantpathology,vgg13_bn,umap,1,GMM,0.28,0.6666666666666666,0.011049723756906077,0.021739130434782608,0.49827848506685884
plantpathology,vgg13_bn,pca,2,IQR+CI,0.404,0.9,0.19889502762430938,0.3257918552036199,0.5704620065657778
plantpathology,vgg13_bn,pca,2,IsolationForest,0.468,0.8870967741935484,0.30386740331491713,0.45267489711934156,0.6012090639762991
plantpathology,vgg13_bn,pca,2,OneClassSVM,0.428,0.7878787878787878,0.287292817679558,0.42105263157894735,0.5421971334774601
plantpathology,vgg13_bn,pca,2,LOF,0.436,0.8846153846153846,0.2541436464088398,0.3948497854077253,0.5835935623348547
plantpathology,vgg13_bn,pca,2,GMM,0.356,0.9545454545454546,0.11602209944751381,0.20689655172413793,0.5507646729121627
plantpathology,vgg13_bn,pca,1,IQR+CI,0.404,0.9,0.19889502762430938,0.3257918552036199,0.5704620065657778
plantpathology,vgg13_bn,pca,1,IsolationForest,0.47,0.888,0.30662983425414364,0.45585215605749485,0.6025902794459124
plantpathology,vgg13_bn,pca,1,OneClassSVM,0.416,0.7868852459016393,0.26519337016574585,0.39669421487603307,0.5383937865321484
plantpathology,vgg13_bn,pca,1,LOF,0.436,0.8846153846153846,0.2541436464088398,0.3948497854077253,0.5835935623348547
plantpathology,vgg13_bn,pca,1,GMM,0.356,0.9545454545454546,0.11602209944751381,0.20689655172413793,0.5507646729121627
plantpathology,vgg16,tsne,2,IQR+CI,0.516,0.9703703703703703,0.35501355013550134,0.5198412698412699,0.6622395994952316
plantpathology,vgg16,tsne,2,IsolationForest,0.58,0.9297297297297298,0.46612466124661245,0.6209386281588448,0.6834440100126191
plantpathology,vgg16,tsne,2,OneClassSVM,0.572,0.8934010152284264,0.47696476964769646,0.6219081272084805,0.658329713068123
plantpathology,vgg16,tsne,2,LOF,0.528,0.9290322580645162,0.3902439024390244,0.549618320610687,0.6531372183950847
plantpathology,vgg16,tsne,2,GMM,0.424,0.9764705882352941,0.22493224932249323,0.3656387665198238,0.6048325368749871
plantpathology,vgg16,tsne,1,IQR+CI,0.506,0.9765625,0.33875338753387535,0.5030181086519114,0.6579263120875483
plantpathology,vgg16,tsne,1,IsolationForest,0.574,0.9285714285714286,0.45799457994579945,0.6134301270417423,0.6793789693622126
plantpathology,vgg16,tsne,1,OneClassSVM,0.516,0.8628571428571429,0.4092140921409214,0.5551470588235294,0.6130039926353463
plantpathology,vgg16,tsne,1,LOF,0.544,0.9548387096774194,0.4010840108401084,0.5648854961832062,0.6738244481681458
plantpathology,vgg16,tsne,1,GMM,0.496,0.9834710743801653,0.3224932249322493,0.4857142857142857,0.6536130246798652
plantpathology,vgg16,umap,2,IQR+CI,0.44,0.968421052631579,0.24932249322493225,0.39655172413793105,0.6132108649330769
plantpathology,vgg16,umap,2,IsolationForest,0.502,0.910958904109589,0.3604336043360434,0.516504854368932,0.6305984815573347
plantpathology,vgg16,umap,2,OneClassSVM,0.488,0.864516129032258,0.36314363143631434,0.5114503816793893,0.601419143962432
plantpathology,vgg16,umap,2,LOF,0.476,0.9495798319327731,0.3062330623306233,0.46311475409836067,0.6302157678065331
plantpathology,vgg16,umap,2,GMM,0.426,0.9767441860465116,0.22764227642276422,0.36923076923076925,0.6061875504251225
plantpathology,vgg16,umap,1,IQR+CI,0.382,0.96875,0.16802168021680217,0.2863741339491917,0.5763772523221415
plantpathology,vgg16,umap,1,IsolationForest,0.478,0.9029850746268657,0.32791327913279134,0.48111332007952284,0.6143383189557086
plantpathology,vgg16,umap,1,OneClassSVM,0.482,0.9044117647058824,0.3333333333333333,0.4871287128712871,0.6170483460559796
plantpathology,vgg16,umap,1,LOF,0.458,0.9454545454545454,0.28184281842818426,0.4342379958246347,0.6180206458553135
plantpathology,vgg16,umap,1,GMM,0.384,0.9692307692307692,0.17073170731707318,0.2903225806451613,0.577732265872277
plantpathology,vgg16,pca,2,IQR+CI,0.464,0.9243697478991597,0.2981029810298103,0.45081967213114754,0.6147003454767372
plantpathology,vgg16,pca,2,IsolationForest,0.504,0.9115646258503401,0.36314363143631434,0.5193798449612403,0.6319534951074701
plantpathology,vgg16,pca,2,OneClassSVM,0.484,0.8580645161290322,0.3604336043360434,0.5076335877862596,0.5962473365191667
plantpathology,vgg16,pca,2,LOF,0.526,0.9177215189873418,0.39295392953929537,0.5502846299810247,0.6468586441589607
plantpathology,vgg16,pca,2,GMM,0.424,0.9764705882352941,0.22493224932249323,0.3656387665198238,0.6048325368749871
plantpathology,vgg16,pca,1,IQR+CI,0.464,0.9243697478991597,0.2981029810298103,0.45081967213114754,0.6147003454767372
plantpathology,vgg16,pca,1,IsolationForest,0.504,0.9115646258503401,0.36314363143631434,0.5193798449612403,0.6319534951074701
plantpathology,vgg16,pca,1,OneClassSVM,0.484,0.8580645161290322,0.3604336043360434,0.5076335877862596,0.5962473365191667
plantpathology,vgg16,pca,1,LOF,0.526,0.9177215189873418,0.39295392953929537,0.5502846299810247,0.6468586441589607
plantpathology,vgg16,pca,1,GMM,0.424,0.9764705882352941,0.22493224932249323,0.3656387665198238,0.6048325368749871
plantpathology,vgg16_bn,tsne,2,IQR+CI,0.288,0.6,0.008403361344537815,0.016574585635359115,0.4972086736792619
plantpathology,vgg16_bn,tsne,2,IsolationForest,0.306,0.625,0.0700280112044818,0.12594458438287154,0.48256645315468844
plantpathology,vgg16_bn,tsne,2,OneClassSVM,0.374,0.7156862745098039,0.20448179271708683,0.31808278867102396,0.500842294959942
plantpathology,vgg16_bn,tsne,2,LOF,0.286,0.0,0.0,0.0,0.5
plantpathology,vgg16_bn,tsne,2,GMM,0.286,0.5,0.0056022408963585435,0.0110803324099723,0.4958081134551723
plantpathology,vgg16_bn,tsne,1,IQR+CI,0.412,0.8987341772151899,0.19887955182072828,0.3256880733944954,0.5714677479383362
plantpathology,vgg16_bn,tsne,1,IsolationForest,0.478,0.8809523809523809,0.31092436974789917,0.45962732919254656,0.6030146324263972
plantpathology,vgg16_bn,tsne,1,OneClassSVM,0.524,0.7989949748743719,0.44537815126050423,0.5719424460431655,0.5828289357701122
plantpathology,vgg16_bn,tsne,1,LOF,0.5,0.9022556390977443,0.33613445378151263,0.4897959183673469,0.6226126814362108
plantpathology,vgg16_bn,tsne,1,GMM,0.306,0.8571428571428571,0.03361344537815126,0.0646900269541779,0.5098137156960687
plantpathology,vgg16_bn,umap,2,IQR+CI,0.286,0.0,0.0,0.0,0.5
plantpathology,vgg16_bn,umap,2,IsolationForest,0.346,0.75,0.12605042016806722,0.2158273381294964,0.5105776576364812
plantpathology,vgg16_bn,umap,2,OneClassSVM,0.338,0.7166666666666667,0.12044817927170869,0.20623501199040767,0.500783530195295
plantpathology,vgg16_bn,umap,2,LOF,0.286,0.0,0.0,0.0,0.5
plantpathology,vgg16_bn,umap,2,GMM,0.298,0.8,0.022408963585434174,0.043596730245231606,0.5042114747997101
plantpathology,vgg16_bn,umap,1,IQR+CI,0.358,0.8333333333333334,0.12605042016806722,0.21897810218978103,0.5315566786155022
plantpathology,vgg16_bn,umap,1,IsolationForest,0.504,0.8920863309352518,0.3473389355742297,0.5,0.6212219153395625
plantpathology,vgg16_bn,umap,1,OneClassSVM,0.378,0.7738095238095238,0.18207282913165265,0.2947845804988662,0.5246028481322599
plantpathology,vgg16_bn,umap,1,LOF,0.498,0.8680555555555556,0.35014005602240894,0.499001996007984,0.6086364615776381
plantpathology,vgg16_bn,umap,1,GMM,0.286,0.5,0.0056022408963585435,0.0110803324099723,0.4958081134551723
plantpathology,vgg16_bn,pca,2,IQR+CI,0.382,0.8529411764705882,0.16246498599439776,0.27294117647058824,0.546267458032164
plantpathology,vgg16_bn,pca,2,IsolationForest,0.418,0.84375,0.226890756302521,0.3576158940397351,0.5609978257037082
plantpathology,vgg16_bn,pca,2,OneClassSVM,0.416,0.76,0.2661064425770308,0.3941908713692946,0.5281581163934105
plantpathology,vgg16_bn,pca,2,LOF,0.364,0.8421052631578947,0.13445378151260504,0.2318840579710145,0.535758359287771
plantpathology,vgg16_bn,pca,2,GMM,0.328,0.92,0.06442577030812324,0.12041884816753927,0.5252198781610546
plantpathology,vgg16_bn,pca,1,IQR+CI,0.382,0.8529411764705882,0.16246498599439776,0.27294117647058824,0.546267458032164
plantpathology,vgg16_bn,pca,1,IsolationForest,0.418,0.84375,0.226890756302521,0.3576158940397351,0.5609978257037082
plantpathology,vgg16_bn,pca,1,OneClassSVM,0.408,0.7479674796747967,0.25770308123249297,0.38333333333333336,0.5204599322246382
plantpathology,vgg16_bn,pca,1,LOF,0.364,0.8421052631578947,0.13445378151260504,0.2318840579710145,0.535758359287771
plantpathology,vgg16_bn,pca,1,GMM,0.328,0.92,0.06442577030812324,0.12041884816753927,0.5252198781610546
plantpathology,vgg19,tsne,2,IQR+CI,0.418,0.948051948051948,0.20277777777777778,0.3340961098398169,0.5871031746031745
plantpathology,vgg19,tsne,2,IsolationForest,0.48,0.890625,0.31666666666666665,0.4672131147540984,0.6083333333333334
plantpathology,vgg19,tsne,2,OneClassSVM,0.452,0.8161764705882353,0.30833333333333335,0.4475806451612903,0.5648809523809524
plantpathology,vgg19,tsne,2,LOF,0.36,0.9347826086956522,0.11944444444444445,0.21182266009852216,0.5490079365079364
plantpathology,vgg19,tsne,2,GMM,0.3,0.8571428571428571,0.03333333333333333,0.06417112299465241,0.5095238095238096
plantpathology,vgg19,tsne,1,IQR+CI,0.486,0.8705035971223022,0.33611111111111114,0.4849699398797595,0.6037698412698413
plantpathology,vgg19,tsne,1,IsolationForest,0.54,0.9113924050632911,0.4,0.555984555984556,0.65
plantpathology,vgg19,tsne,1,OneClassSVM,0.494,0.8165680473372781,0.38333333333333336,0.5217391304347826,0.580952380952381
plantpathology,vgg19,tsne,1,LOF,0.532,0.9436619718309859,0.37222222222222223,0.5338645418326693,0.6575396825396825
plantpathology,vgg19,tsne,1,GMM,0.276,0.0,0.0,0.0,0.4928571428571429
plantpathology,vgg19,umap,2,IQR+CI,0.356,0.8166666666666667,0.1361111111111111,0.23333333333333334,0.5287698412698413
plantpathology,vgg19,umap,2,IsolationForest,0.516,0.9041095890410958,0.36666666666666664,0.5217391304347826,0.6333333333333333
plantpathology,vgg19,umap,2,OneClassSVM,0.422,0.8034188034188035,0.2611111111111111,0.3941299790356394,0.5484126984126984
plantpathology,vgg19,umap,2,LOF,0.53,0.8415300546448088,0.42777777777777776,0.567219152854512,0.6103174603174604
plantpathology,vgg19,umap,2,GMM,0.276,0.0,0.0,0.0,0.4928571428571429
plantpathology,vgg19,umap,1,IQR+CI,0.518,0.9280575539568345,0.35833333333333334,0.5170340681362725,0.643452380952381
plantpathology,vgg19,umap,1,IsolationForest,0.584,0.9222222222222223,0.46111111111111114,0.6148148148148148,0.6805555555555557
plantpathology,vgg19,umap,1,OneClassSVM,0.498,0.8516129032258064,0.36666666666666664,0.512621359223301,0.6011904761904762
plantpathology,vgg19,umap,1,LOF,0.496,0.9426229508196722,0.3194444444444444,0.47717842323651455,0.6347222222222222
plantpathology,vgg19,umap,1,GMM,0.312,0.9,0.05,0.09473684210526316,0.5178571428571429
plantpathology,vgg19,pca,2,IQR+CI,0.396,0.9393939393939394,0.17222222222222222,0.29107981220657275,0.5718253968253969
plantpathology,vgg19,pca,2,IsolationForest,0.466,0.8842975206611571,0.2972222222222222,0.44490644490644493,0.5986111111111111
plantpathology,vgg19,pca,2,OneClassSVM,0.45,0.8195488721804511,0.30277777777777776,0.4421906693711968,0.5656746031746032
plantpathology,vgg19,pca,2,LOF,0.39,0.8873239436619719,0.175,0.2923433874709977,0.5589285714285714
plantpathology,vgg19,pca,2,GMM,0.372,0.96,0.13333333333333333,0.23414634146341465,0.5595238095238095
plantpathology,vgg19,pca,1,IQR+CI,0.396,0.9393939393939394,0.17222222222222222,0.29107981220657275,0.5718253968253969
plantpathology,vgg19,pca,1,IsolationForest,0.466,0.8842975206611571,0.2972222222222222,0.44490644490644493,0.5986111111111111
plantpathology,vgg19,pca,1,OneClassSVM,0.452,0.8208955223880597,0.3055555555555556,0.44534412955465585,0.567063492063492
plantpathology,vgg19,pca,1,LOF,0.39,0.8873239436619719,0.175,0.2923433874709977,0.5589285714285714
plantpathology,vgg19,pca,1,GMM,0.372,0.96,0.13333333333333333,0.23414634146341465,0.5595238095238095
plantpathology,vgg19_bn,tsne,2,IQR+CI,0.298,0.7727272727272727,0.046831955922865015,0.08831168831168831,0.5051678027789508
plantpathology,vgg19_bn,tsne,2,IsolationForest,0.376,0.8227848101265823,0.1790633608815427,0.29411764705882354,0.5384367899298225
plantpathology,vgg19_bn,tsne,2,OneClassSVM,0.356,0.7971014492753623,0.15151515151515152,0.25462962962962965,0.5246626852466268
plantpathology,vgg19_bn,tsne,2,LOF,0.328,0.8648648648648649,0.0881542699724518,0.16,0.5258289598037442
plantpathology,vgg19_bn,tsne,2,GMM,0.274,0.5,0.005509641873278237,0.010899182561307902,0.49545555086364645
plantpathology,vgg19_bn,tsne,1,IQR+CI,0.3,0.76,0.05234159779614325,0.0979381443298969,0.5042729886790935
plantpathology,vgg19_bn,tsne,1,IsolationForest,0.356,0.7971014492753623,0.15151515151515152,0.25462962962962965,0.5246626852466268
plantpathology,vgg19_bn,tsne,1,OneClassSVM,0.354,0.75,0.1652892561983471,0.2708803611738149,0.5096519273692465
plantpathology,vgg19_bn,tsne,1,LOF,0.318,0.7894736842105263,0.08264462809917356,0.14962593516209477,0.512125233757616
plantpathology,vgg19_bn,tsne,1,GMM,0.276,0.6,0.008264462809917356,0.016304347826086956,0.49683296133196597
plantpathology,vgg19_bn,umap,2,IQR+CI,0.3,0.8095238095238095,0.046831955922865015,0.08854166666666667,0.5088174378154471
